concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Autres Ecoles	Esilv Paris-La Défense	518	15.1	20.8	451	15.1	22.6	199	19.6	22.1	32	25.0	25.0	94	96	27
Autres Ecoles	Esitc Caen	200	22.0	16.0	89	20.2	16.9	14	50.0	7.1	2	50.0	0.0	5	5	8
Autres Ecoles	Estaca Laval Aéronautique Et Spatial										5	20.0	40.0	177	177	3
Autres Ecoles	Estaca Laval Automobile										3	0.0	33.3	180	171	3
Autres Ecoles	Estaca Paris-Saclay Aéronautique Et Spatial										3	33.3	0.0	161	132	4
Autres Ecoles	Estaca Paris-Saclay Automobile Ou Transports Guidés										7	0.0	57.1	196	190	10
Autres Ecoles	Concours_Estaca_Paris_Saclay/Laval	715	14.0	24.3	266	13.5	39.1	266	13.5	39.1	18					20
Autres Ecoles	Estia Bidart	333	14.7	24.9	290	14.1	27.2	123	13.8	25.2	31	12.9	22.6	69	66	35
Autres Ecoles	Estp Paris - Bâtiment (B) - Campus De Cachan										11	36.4	27.3	223	213	9
Autres Ecoles	Estp Paris - Bâtiment (B) Â€“ Campus De Troyes										11	36.4	27.3	326	316	6
Autres Ecoles	Estp Paris - Génie Mécanique Et Electrique(Gme)										6	16.7	0.0	301	300	5
Autres Ecoles	Estp Paris - Topographie (T)										9	22.2	11.1	360	353	7
Autres Ecoles	Estp Paris - Travaux Publics (Tp)										16	6.2	25.0	284	271	10
Autres Ecoles	Concours_Estp_Paris	649	16.9	25.6	401	14.0	33.2	370	14.3	33.2	53					37
Autres Ecoles	Grenoble Inp - Génie Industriel	753	14.5	26.2	277	8.7	36.5	99	15.2	47.5	14	28.6	50.0	36	37	8
Autres Ecoles	Toulouse Inp - Enit	583	15.1	24.5	258	10.5	30.2	201	10.0	30.3	6	0.0	33.3	177	172	6
Autres Ecoles	Insa Centre Val De Loire Gsi										13	7.7	23.1	61	56	10
Autres Ecoles	Insa Centre Val De Loire Mri										5	20.0	0.0	58	53	6
Autres Ecoles	Insa Centre Val De Loire Sti										3	0.0	33.3	59	59	2
Autres Ecoles	Concours_Insa_Centre_Val_De_Loire	515	16.1	22.7	325	12.3	23.7	101	14.9	14.9	21					18
Autres Ecoles	Ismans-Groupe Cesi Le Mans	216	16.7	17.1	209	16.3	17.7	69	23.2	10.1	8	37.5	0.0	55	52	20
Autres Ecoles	Itech Lyon	119	31.9	19.3	54	35.2	25.9	3	100.0	0.0	0	0.0	0.0	0	0	5
Autres Ecoles	Sigma Clermont-Ferrand (Ex Ifma)	1037	12.9	24.9	560	11.6	33.2	268	16.8	34.3	68	20.6	26.5	123	117	68
Autres Ecoles	3Il Ingénieurs	181	11.6	16.6	141	12.8	13.5	37	18.9	5.4	2	0.0	50.0	26	26	8
