concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Banque Ens Cachan/Ec. Polytech	Ens Ulm Psi	1029	19.0	20.5				32	9.4	12.5	6	0.0	16.7	15	12	6
Banque Ens Cachan/Ec. Polytech	Ecole Polytechnique	1028	16.8	18.8				69	17.4	5.8	57	19.3	5.3	31	32	57
Banque Ens Cachan/Ec. Polytech	Ens Paris-Saclay	1428	19.6	19.9				375	15.7	14.9	39	12.8	25.6	197	187	39
Banque Ens Cachan/Ec. Polytech	Ens Rennes	1335	19.7	20.1				366	16.7	15.0	2	100.0	0.0	302	302	2
Banque Centrale-Supelec	Centralesupélec - Statut Étudiant	2635	20.7	17.2				2040	20.3	16.5	189	14.3	13.2	189	187	190
Banque Centrale-Supelec	Centralesupélec - Statut Étudiant - Étr.	127	26.8	15.7				60	30.0	16.7	10	20.0	10.0	16	15	10
Banque Centrale-Supelec	Centrale Lyon	3014	21.5	17.3				2307	21.4	16.8	81	28.4	23.5	432	434	82
Banque Centrale-Supelec	Institut D'Optique Graduate School (Supoptique)	1440	23.2	19.9				1048	23.3	19.3	32	28.1	21.9	577	558	28
Banque Centrale-Supelec	Institut D'Optique Graduate School (Supoptique) - Étr.	56	35.7	19.6				18	44.4	27.8	1	0.0	100.0	17	17	2
Banque Centrale-Supelec	Centrale Lille	3037	22.5	18.1				2242	22.5	17.4	60	16.7	20.0	598	592	60
Banque Centrale-Supelec	Centrale Nantes	3109	22.3	17.6				2330	22.2	17.4	65	16.9	15.4	505	473	75
Banque Centrale-Supelec	Centrale Marseille	2840	22.3	19.0				1977	22.4	18.6	65	24.6	20.0	725	732	60
Banque Centrale-Supelec	Centrale Casablanca	577	20.5	19.9				259	17.0	22.0	2	0.0	0.0	174	174	3
Banque Centrale-Supelec	Centrale Casablanca	203	46.3	8.4				91	41.8	5.5	11	45.5	0.0	57	63	20
Banque Centrale-Supelec	Centralesupélec - Statut Étudiant - Ci										6	50.0	0.0	5	5	6
Banque Centrale-Supelec	Centrale Lyon - Ci										1	100.0	0.0	8	8	1
Banque Centrale-Supelec	Centrale Lille - Ci										0	0.0	0.0	0	0	1
Banque Centrale-Supelec	Centrale Nantes - Ci										1	0.0	0.0	9	9	4
Banque Centrale-Supelec	Institut D'Optique Graduate School (Supoptique) - Ci										2	0.0	50.0	25	25	1
Banque Centrale-Supelec	Centrale Marseille - Ci										1	100.0	0.0	13	13	1
Banque Centrale-Supelec	Concours_Cycle_International_Centrale_Supelec_Psi	92	37.0	8.7				35	34.3	8.6	11					14
Banque Centrale-Supelec	Centrale Casablanca - Ci	92	37.0	8.7				35	34.3	8.6	0	0.0	0.0	0	0	8
Banque Centrale-Supelec	Arts Et Métiers										256	23.4	25.0	1115	1081	254
Banque Centrale-Supelec	Arts Et Métiers - Ingénieurs Militaires										0	0.0	0.0	0	0	6
Banque Centrale-Supelec	Arts Et Métiers - Voie De L'Apprentissage										1	0.0	100.0	501	501	7
Banque Centrale-Supelec	Concours_Arts_Et_Mã‰Tiers_Paristech_Psi	3439	22.6	19.3				2156	21.3	20.7	257					267
Banque Centrale-Supelec	Ensea Cergy	3439	22.6	19.3				2729	22.1	20.2	64	17.2	32.8	1949	1938	70
Banque Centrale-Supelec	Epf Campus Troyes										7	42.9	42.9	652	624	10
Banque Centrale-Supelec	Epf Campus Montpellier										9	33.3	11.1	460	438	8
Banque Centrale-Supelec	Epf Campus Sceaux										6	66.7	16.7	408	379	6
Banque Centrale-Supelec	Concours_Epf_Sceaux_Troyes_Montpellier_Psi	886	33.0	16.3				683	33.7	15.5	22					24
Banque Centrale-Supelec	Estp Paris - Travaux Publics (Tp) - Campus De Cachan										58	22.4	15.5	1110	1017	60
Banque Centrale-Supelec	Estp Paris - Bâtiment (B) - Campus De Cachan										52	51.9	13.5	778	772	55
Banque Centrale-Supelec	Estp Paris - Génie Mécanique Et Electrique(Gme)										30	26.7	20.0	955	964	30
Banque Centrale-Supelec	Estp Paris - Topographie (T)										8	37.5	25.0	1252	1248	14
Banque Centrale-Supelec	Estp Paris - Bâtiment (B) - Campus De Troyes										22	40.9	9.1	1027	1011	20
Banque Centrale-Supelec	Estp Paris - Travaux Publics (Tp) - Campus De Dijon										18	27.8	11.1	1261	1224	8
Banque Centrale-Supelec	Concours_Estp_Psi	1532	28.7	18.5				1287	28.3	17.6	188					187
Banque Centrale-Supelec	Ecole Navale Brest	783	18.0	26.4				152	10.5	44.7	32	6.2	59.4	54	52	32
Concours Commun Mines-Ponts	Chimie Paristech										0	0.0	0.0	0	0	2
Concours Commun Mines-Ponts	Ensae Paris										7	14.3	14.3	622	591	8
Concours Commun Mines-Ponts	Ensta Paris										59	15.3	15.3	559	525	55
Concours Commun Mines-Ponts	Ensta Paris - Apprentissage										4	0.0	0.0	661	661	2
Concours Commun Mines-Ponts	Imt Atlantique Cursus Brest-Nantes-Rennes-Toulouse										79	25.3	10.1	932	896	71
Concours Commun Mines-Ponts	Imt Atlantique Cursus Sophia Antipolis										4	25.0	0.0	966	970	3
Concours Commun Mines-Ponts	Isae - Supaero Toulouse										83	13.3	10.8	346	337	75
Concours Commun Mines-Ponts	Mines De Nancy										44	15.9	4.5	754	758	45
Concours Commun Mines-Ponts	Mines Saint-Etienne										44	22.7	4.5	862	843	45
Concours Commun Mines-Ponts	Mines Paristech										36	22.2	0.0	59	61	36
Concours Commun Mines-Ponts	Ponts Paristech										58	25.9	1.7	299	283	58
Concours Commun Mines-Ponts	Telecom Paris Cursus Paris										22	4.5	4.5	380	357	20
Concours Commun Mines-Ponts	Telecom Paris Cursus Sophia										9	11.1	11.1	576	563	8
Concours Commun Mines-Ponts	Concours_Ccmp_Psi	3715	21.9	16.9				1292	17.1	13.9	449					428
Concours Mines - Télécom	Imt Mines Albi										47	25.5	19.1	1434	1389	50
Concours Mines - Télécom	Imt Mines Alès										58	31.0	12.1	1411	1380	57
