concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Concours Commun Inp	Toulouse Inp - Enseeiht - Mécanique Desfluides-Energetique-Environnement (Mfee)										22	45.5	9.1	1135	1109	19
Concours Commun Inp	Toulouse Inp - Enseeiht - Sciences Du Numérique										48	8.3	22.9	1320	1270	43
Concours Commun Inp	Toulouse Inp - Ensiacet - Génie Des Procédés										14	14.3	42.9	2213	2132	11
Concours Commun Inp	Toulouse Inp - Ensiacet - Génie Industriel										16	12.5	31.2	1910	1842	15
Concours Commun Inp	Concours_Ccinp_Psi	5248	24.4	18.4	3592	23.1	20.5	3111	23.7	20.6	825					857
Banque Epreuves Ccinp Inter-Filière	Lorraine Inp - Eeigm	414	36.7	21.3	224	38.8	20.5	24	58.3	25.0	1	0.0	0.0	47	44	10
Banque Epreuves Ccinp Inter-Filière	Ensil-Ensci Limoges Céramique Industrielle	515	35.9	20.6	413	37.0	20.1	61	52.5	19.7	7	57.1	28.6	126	115	45
Banque Epreuves Ccinp Inter-Filière	Lorraine Inp - Ensgsi	838	33.7	21.4	455	34.5	22.0	117	41.0	28.2	9	44.4	11.1	96	89	35
Banque Epreuves Ccinp Inter-Filière	Esm Saint-Cyr	733	17.6	30.0	247	17.4	44.1	122	12.3	50.0	40	5.0	57.5	82	84	76
Banque Epreuves Ccinp Inter-Filière	Grenoble Inp - Génie Industriel	1648	29.9	22.0	800	27.6	25.0	213	31.0	27.7	41	31.7	36.6	124	161	76
Banque Epreuves Ccinp	Ecole De L'Air Base	712	20.5	30.9	275	21.1	44.0	114	19.3	61.4	4	50.0	100.0	41	40	4
Banque Epreuves Ccinp	Ecole De L'Air Méca	718	20.8	30.2	268	20.1	44.4	109	20.2	63.3	7	42.9	57.1	38	42	7
Banque Epreuves Ccinp	Ecole De L'Air Pilote	793	18.7	26.7	296	17.9	36.5	99	17.2	51.5	21	23.8	61.9	13	14	21
Banque Epreuves Ccinp	Ensisa Mulhouse Automatique Et Systèmes Embarqués										14	14.3	42.9	120	107	8
Banque Epreuves Ccinp	Ensisa Mulhouse Informatique Et Réseaux										9	44.4	44.4	138	119	8
Banque Epreuves Ccinp	Ensisa Mulhouse Mécanique										9	11.1	33.3	99	94	8
Banque Epreuves Ccinp	Ensisa Mulhouse Textile Et Fibres										3	100.0	33.3	131	120	4
Banque Epreuves Ccinp	Concours_Ensisa_Psi	1066	31.3	21.6	750	31.6	21.5	163	30.1	23.3	35					28
Banque Epreuves Ccinp	Eost Strasbourg	542	37.1	20.8	212	40.1	18.9	20	55.0	25.0	1	100.0	0.0	13	13	4
Banque Epreuves Ccinp	Lorraine Inp - Enstib	543	34.6	20.6	349	37.0	17.8	50	38.0	20.0	8	25.0	50.0	22	22	9
Concours Commun Tpe	Entpe Lyon Civil										22	40.9	36.4	278	248	21
Concours Commun Tpe	Entpe Lyon Fonctionnaire										27	40.7	37.0	219	201	27
Concours Commun Tpe	Concours_Tpe_Candidats_Franã§Ais_Et_De_L'Union_Européenne_Filière__Psi	2281	28.3	21.9	1305	26.4	24.0	474	32.7	28.5	49					48
Concours Commun Tpe	Entpe Lyon Etranger	2281	28.3	21.9	25	48.0	24.0	9	44.4	22.2	1	100.0	100.0	5	5	1
Concours Commun Tpe	Eivp Paris Civil	2281	28.3	21.9	1330	26.8	24.0	483	32.9	28.4	17	23.5	29.4	415	411	19
Concours Commun Tpe	Eivp Paris Fonctionnaire	2281	28.3	21.9	1305	26.4	24.0	474	32.7	28.5	4	25.0	25.0	274	232	4
Concours Commun Tpe	Imt Lille Douai Fonct.	2281	28.3	21.9	1305	26.4	24.0	474	32.7	28.5	0	0.0	0.0	0	0	0
Concours Mines - Télécom	Imt Mines Albi										53	34.0	18.9	1243	1192	50
Concours Mines - Télécom	Imt Mines Alès										57	28.1	15.8	1268	1237	54
Concours Mines - Télécom	Ensiie Evry										19	5.3	21.1	1666	1617	17
Concours Mines - Télécom	Ensta Bretagne (Filière Sous Statut Étudiant)										42	40.5	31.0	811	756	40
Concours Mines - Télécom	Imt Lille Douai										69	26.1	21.7	1494	1443	62
Concours Mines - Télécom	Mines Saint Etienne-Ismin										23	26.1	21.7	1614	1518	28
Concours Mines - Télécom	Télécom Physique Strasbourg Réseaux Et Télécoms										10	10.0	30.0	2068	2009	18
Concours Mines - Télécom	Télécom Physique Strasbourg Ti-Santé										8	62.5	12.5	1544	1447	8
Concours Mines - Télécom	Telecom Sudparis - Cursus Evry										37	13.5	35.1	908	916	34
Concours Mines - Télécom	Telecom Sudparis - Cursus Sophia-Antipolis										3	33.3	66.7	1088	1076	3
Concours Mines - Télécom	Concours_Mines_Télécom_Psi	4102	24.4	19.2	2256	22.4	20.0	2165	22.5	20.1	321					314
Concours Mines - Télécom	Ensta Bretagne (Filière Sous Statut Ieta - Direction Générale De L'Armement)	4102	24.4	19.2	1977	21.8	22.4	1907	21.9	22.4	12	8.3	58.3	655	607	12
Concours Mines - Télécom	Ensg-Géomatique Marne La Vallée Civil										5	40.0	40.0	2358	2305	7
Concours Mines - Télécom	Ensg Nancy										10	50.0	30.0	2272	2069	5
Concours Mines - Télécom	Enssat Lannion										22	18.2	31.8	2221	2175	16
Concours Mines - Télécom	Telecom Nancy										15	13.3	13.3	1986	1878	15
Concours Mines - Télécom	Telecom St Etienne - Statut Étudiant										22	31.8	22.7	2189	2087	21
Concours Mines - Télécom	Telecom St Etienne - Statut Apprenti										1	0.0	0.0	2380	2380	3
Concours Mines - Télécom	Concours_Mines_Télécom_Spécifique_Psi	4102	24.4	19.2	2997	23.8	20.4	2565	23.7	20.7	75					67
Concours Polytech Inter-Filière	Ensibs Lorient										4	25.0	25.0	4132	3804	14
Concours Polytech Inter-Filière	Ensim Le Mans										2	50.0	0.0	2275	2591	10
Concours Polytech Inter-Filière	Esbs Strasbourg										1	100.0	0.0	1302	1222	3
Concours Polytech Inter-Filière	Esgt Le Mans										1	0.0	0.0	3170	2990	15
