concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Concours Polytech Inter-Filière	Isifc Besanã§On - Génie Biomédical										2	50.0	50.0	1942	1927	6
Concours Polytech Inter-Filière	Istia Angers										2	50.0	0.0	2756	2673	6
Concours Polytech Inter-Filière	Isty Vélizy										0	0.0	0.0	3785	3785	3
Concours Polytech Inter-Filière	Polytech Annecy-Chambéry - Environnement, Bâtiment, Ã‰Nergie										9	22.2	33.3	3897	3688	16
Concours Polytech Inter-Filière	Polytech Annecy-Chambéry - Informatique Données Usages										1	100.0	0.0	3499	3214	4
Concours Polytech Inter-Filière	Polytech Annecy-Chambéry - Instrumentation, Automatique,Informatique										0	0.0	0.0	3945	3959	4
Concours Polytech Inter-Filière	Polytech Annecy-Chambéry - Mécanique, Matériaux										2	0.0	50.0	3437	3388	8
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Biologique										5	60.0	0.0	2681	2698	5
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Civil										4	50.0	25.0	3787	3316	16
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Electrique										1	0.0	100.0	4083	3977	5
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Mathématique Et Modélisation										1	0.0	0.0	3434	3298	14
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Physique										4	25.0	25.0	3811	3625	8
Concours Polytech Inter-Filière	Polytech Grenoble - Géotechnique Et Génie Civil										3	66.7	66.7	3055	3198	6
Concours Polytech Inter-Filière	Polytech Grenoble - Matériaux										6	16.7	16.7	2522	2642	6
Concours Polytech Inter-Filière	Polytech Grenoble - Prévention Des Risques										2	50.0	50.0	3568	3136	6
Concours Polytech Inter-Filière	Polytech Grenoble - Informatique Et Électronique Des Systèmesembarqués										2	0.0	50.0	2079	2044	5
Concours Polytech Inter-Filière	Polytech Grenoble - Informatique										0	0.0	0.0	2535	2377	8
Concours Polytech Inter-Filière	Polytech Grenoble - Technologies De L'Information Pour La Santé										2	100.0	0.0	3166	2824	5
Concours Polytech Inter-Filière	Polytech Lille - Génie Biologique Et Alimentaire										4	100.0	25.0	1370	1630	4
Concours Polytech Inter-Filière	Polytech Lille - Génie Informatique Et Statistique										1	0.0	0.0	2336	2269	10
Concours Polytech Inter-Filière	Polytech Lille - Géotechnique, Génie Civil										2	0.0	50.0	2583	2543	10
Concours Polytech Inter-Filière	Polytech Lille - Informatique, Microélectronique, Automatique										1	100.0	0.0	2090	1761	6
Concours Polytech Inter-Filière	Polytech Lille - Ingénierie Et Commercialisation Des Systèmes Demesure										0	0.0	0.0	4011	3938	5
Concours Polytech Inter-Filière	Polytech Lille - Matériaux										4	50.0	0.0	3467	3180	8
Concours Polytech Inter-Filière	Polytech Lille - Mécanique										1	0.0	0.0	2380	2378	10
Concours Polytech Inter-Filière	Polytech Lyon - Génie Biomédical										1	100.0	0.0	1516	1565	4
Concours Polytech Inter-Filière	Polytech Lyon - Informatique										0	0.0	0.0	2378	2376	4
Concours Polytech Inter-Filière	Polytech Lyon - Matériaux										4	50.0	25.0	1439	1465	4
Concours Polytech Inter-Filière	Polytech Lyon - Mathématiques Appliquées Et Modélisation										3	33.3	0.0	1346	1378	4
Concours Polytech Inter-Filière	Polytech Lyon - Mécanique										2	0.0	50.0	1039	885	4
Concours Polytech Inter-Filière	Polytech Lyon - Systèmes Industriels, Robotique										0	0.0	0.0	2536	2557	4
